data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,44647723,,51
2021,44988819,,9
2021,44988803,,51
2021,44988815,,51
2021,44398472,,51
2021,46149913,,51
2021,44988804,,51
2021,44988816,,52
2021,44988795,,3
2021,44398598,,51
2021,44988926,,51
2021,44988776,,51
2021,44988807,,51
2021,44988790,,51
2021,44988812,,9
2021,44989555,,51
2021,45742478,,3
2021,44988802,,51
2021,44988791,,51
2021,44988799,,51
2021,46149947,,51
2021,44988782,,9
2021,44647748,,51
2021,44988784,,51
2021,44988830,,51
2021,45742654,,51
2021,45742655,,51
2021,44988852,,51
2021,44988789,,51
2021,44989631,,51
2021,44988915,,51
2021,44989578,,51
2021,44988796,,51
2021,44988821,,3
2021,44989347,,51
2021,44989649,,51
2021,44989540,,51
2021,44988856,,51
2021,44988813,,51
2021,44988798,,51
2021,44988862,,51
2021,44988917,,51
2021,44988787,,52
2021,44988809,,51
2021,44989601,,9
2021,44988808,,51
2021,44398588,,51
2021,44988822,,51
2021,44988823,,51
2021,43979258,,51
2021,45742435,,51
2021,44398500,,52
2021,44988794,,52
2021,44988797,,51
2021,45742448,,4
2021,44988814,,51
2021,44398468,,51
2021,44398469,,51
2021,44988901,,3
2021,44988902,,3
2021,44988793,,51
2021,44988800,,51
2021,44988849,,51
2021,44988792,,51
2021,44988779,,51
2021,44988785,,51
2021,44988811,,51
2021,44988875,,51
2021,44989340,,9
2021,44988840,,51
2021,44988788,,51
2021,44988834,,51
2021,43979208,,51
2021,44988876,,3
2021,44988827,,51
2021,44988892,,51
2021,44988843,,51
2021,44988870,,51
2021,44988831,,51
2021,44988832,,51
2021,44989573,,51
2021,44988846,,51
2021,44989059,,51
2021,44988883,,51
2021,46149887,,51
2021,44988839,,51
2021,44398501,,51
2021,44989643,,52
2021,44989359,,51
2021,44988933,,51
2021,44989618,,51
2021,44988847,,51
2021,45742223,,51
2021,44989552,,51
2021,44989553,,51
2021,44988880,,51
2021,44988836,,51
2021,44988885,,51
2021,44989603,,51
2021,44989379,,52
2021,44988851,,51
2021,44988874,,51
2021,44988818,,51
2021,44989362,,51
2021,45742308,,51
2021,45742420,,51
2021,44988828,,51
2021,44988889,,51
2021,44989598,,3
2021,44988869,,51
2021,44989622,,9
2021,44989671,,51
2021,44989382,,3
2021,44989334,,51
2021,44398621,,9
2021,44398466,,9
2021,44989611,,51
2021,44988858,,51
2021,45742754,,9
2021,44988859,,51
2021,44398519,,3
2021,44989608,,51
2021,44989366,,51
2021,44989363,,9
2021,44988833,,51
2021,44988853,,51
2021,44988848,,51
2021,45742473,,3
2021,44989396,,51
2021,44988855,,51
2021,44988850,,9
2021,44989607,,9
2021,44989564,,51
2021,46149874,,51
2021,44989590,,3
2021,44988997,,51
2021,44989637,,3
2021,44989398,,3
2021,44989399,,9
2021,44988867,,51
2021,44988842,,9
2021,44988820,,51
2021,44988877,,51
2021,44988845,,51
2021,44988935,,52
2021,44989405,,51
2021,44988887,,51
2021,44989394,,51
2021,44988991,,51
2021,44988903,,51
2021,44988844,,51
2021,46149893,,51
2021,46149892,,51
2021,44988863,,51
2021,44989349,,51
2021,46149863,,51
2021,44988881,,51
2021,44988884,,51
2021,44398496,,51
2021,44989576,,51
2021,44989544,,51
2021,45742372,,3
2021,46149836,,51
2021,44988841,,51
2021,44988837,,51
2021,44989543,,3
2021,44988873,,3
2021,44989085,,51
2021,44988864,,51
2021,44989541,,51
2021,44989392,,51
2021,44988923,,51
2021,44988910,,51
2021,44988907,,51
2021,44647726,,51
2021,44988914,,51
2021,44989352,,52
2021,44989064,,51
2021,44989542,,51
2021,44989600,,51
2021,44988918,,51
2021,44989094,,51
2021,44989095,,51
2021,44989604,,51
2021,44989589,,3
2021,44988919,,51
2021,44988936,,3
2021,44989336,,9
2021,44988931,,51
2021,44989592,,51
2021,44988934,,51
2021,44988939,,51
2021,44988893,,51
2021,44988912,,51
2021,44988941,,9
2021,44988835,,51
2021,44989353,,51
2021,44988952,,51
2021,44989599,,51
2021,45742748,,51
2021,44988940,,9
2021,44989378,,52
2021,44988899,,51
2021,44988906,,51
2021,43979280,,51
2021,43979281,,3
2021,44988898,,51
2021,44989404,,51
2021,44989397,,51
2021,44989633,,51
2021,44988911,,51
2021,44988956,,51
2021,44988947,,51
2021,44988957,,51
2021,44989129,,3
2021,44988908,,51
2021,44988964,,51
2021,44989383,,51
2021,44988942,,51
2021,44988954,,51
2021,44647759,,51
2021,45742470,,51
2021,44988921,,52
2021,44647771,,51
2021,44398483,,51
2021,44988958,,51
2021,44988913,,51
2021,44989390,,9
2021,44989579,,51
2021,45742309,,9
2021,45742434,,3
2021,45742438,,3
2021,44989557,,3
2021,44988925,,9
2021,45742752,,51
2021,44989360,,9
2021,44988900,,51
2021,44988891,,51
2021,44988904,,9
2021,44647743,,51
2021,44988953,,51
2021,44988938,,9
2021,44989072,,51
2021,44988916,,51
2021,44988949,,51
2021,44988927,,51
2021,44989079,,51
2021,44988937,,51
2021,44988962,,3
2021,44988955,,51
2021,44988924,,51
2021,44989062,,51
2021,44988946,,51
2021,44988932,,51
2021,44989355,,51
2021,44988943,,53
2021,44988976,,51
2021,46149861,,51
2021,46149880,,51
2021,44989083,,51
2021,44988993,,51
2021,44988998,,51
2021,44989041,,51
2021,44989174,,51
2021,44988995,,51
2021,44989584,,3
2021,44988978,,3
2021,44989028,,52
2021,44989400,,51
2021,44988971,,9
2021,44989386,,51
2021,44989387,,51
2021,44398528,,51
2021,44988990,,51
2021,44989537,,51
2021,44988981,,51
2021,44989030,,51
2021,44989024,,51
2021,44989606,,51
2021,44989634,,9
2021,44989013,,9
2021,44989623,,51
2021,44989018,,51
2021,44989612,,9
2021,46150015,,51
2021,44989020,,51
2021,44989021,,51
2021,44989628,,51
2021,44988988,,3
2021,44989613,,51
2021,44989627,,51
2021,44989536,,51
2021,44988986,,51
2021,44989597,,51
2021,44989641,,51
2021,44989345,,51
2021,44988994,,51
2021,44989645,,51
2021,44989535,,51
2021,44989567,,51
2021,44989554,,51
2021,44988959,,51
2021,44989388,,9
2021,44647725,,9
2021,44989654,,51
2021,44989588,,51
2021,44988969,,51
2021,44989551,,51
2021,44989346,,51
2021,44989008,,51
2021,44989632,,51
2021,44988982,,51
2021,44989015,,51
2021,44989651,,51
2021,44989639,,51
2021,44988989,,51
2021,44989032,,51
2021,44989373,,51
2021,44989646,,51
2021,44989620,,51
2021,44988999,,51
2021,44989012,,51
2021,44989343,,51
2021,44989003,,51
2021,44989595,,51
2021,44989577,,51
2021,44989640,,51
2021,44989550,,51
2021,44988970,,51
2021,44989565,,3
2021,44989571,,51
2021,44989006,,52
2021,44989558,,51
2021,44989559,,51
2021,44989348,,51
2021,44988984,,51
2021,44989562,,3
2021,44989401,,51
2021,44989609,,51
2021,44989031,,51
2021,44988980,,3
2021,45742638,,51
2021,44989574,,9
2021,45742729,,51
2021,44989033,,9
2021,44989586,,3
2021,44989037,,51
2021,44989038,,51
2021,44989602,,51
2021,44988977,,51
2021,44989011,,51
2021,44988963,,51
2021,44989625,,51
2021,44989580,,51
2021,44647721,,51
2021,44988961,,51
2021,44989369,,51
2021,44989122,,51
2021,44989605,,51
2021,44989638,,9
2021,44989619,,51
2021,45742747,,51
2021,44989614,,51
2021,44989078,,9
2021,44989556,,3
2021,44989594,,51
2021,44989545,,51
2021,44398504,,3
2021,44989626,,51
2021,44989568,,9
2021,44989141,,51
2021,45742551,,51
2021,44989624,,51
2021,44989104,,51
2021,44989333,,51
2021,44989583,,51
2021,44647788,,51
2021,44989561,,51
2021,45742656,,51
2021,44989629,,51
2021,44989108,,51
2021,44989106,,51
2021,44989569,,51
2021,44989615,,51
2021,44989616,,51
2021,44989125,,51
2021,44989575,,51
2021,44989148,,51
2021,45742672,,51
2021,44989395,,51
2021,44989582,,51
2021,44989089,,51
2021,44989644,,51
2021,44989546,,3
2021,44989112,,51
2021,44989587,,51
2021,44989049,,51
2021,44989547,,51
2021,44647761,,51
2021,44647762,,51
2021,44989342,,51
2021,44989585,,51
2021,44989566,,51
2021,44989110,,51
2021,44398493,,51
2021,44989636,,9
2021,44989063,,51
2021,44989596,,9
2021,44989084,,51
2021,44989642,,51
2021,44989091,,51
2021,44989538,,3
2021,44989065,,51
2021,44989066,,51
2021,44989391,,51
2021,44989560,,3
2021,44989092,,51
2021,44989134,,51
2021,45742456,,51
2021,44989067,,51
2021,44989743,,51
2021,44989810,,51
2021,44989811,,51
2021,44989060,,51
2021,44989045,,51
2021,44989086,,51
2021,44989757,,3
2021,44398526,,51
2021,44989787,,51
2021,44989380,,51
2021,44989696,,51
2021,44989745,,51
2021,44989813,,51
2021,44989119,,51
2021,44989098,,9
2021,44989655,,3
2021,44989819,,3
2021,44989732,,3
2021,44989087,,51
2021,44989761,,3
2021,44989093,,51
2021,44989767,,51
2021,44989124,,51
2021,44989726,,51
2021,44989807,,51
2021,44989741,,51
2021,44989729,,3
2021,44989710,,51
2021,44989664,,51
2021,44989751,,51
2021,44989685,,51
2021,44989686,,51
2021,44989687,,51
2021,44989070,,3
2021,44989800,,51
2021,44989736,,51
2021,44989674,,51
2021,46149850,,51
2021,44989109,,51
2021,44989754,,51
2021,45742411,,9
2021,44989043,,51
2021,44989244,,51
2021,44989245,,51
2021,44989133,,51
2021,44989193,,51
2021,44989163,,9
2021,44989673,,3
2021,44989156,,52
2021,45742657,,51
2021,44989123,,51
2021,44989210,,51
2021,44989167,,51
2021,45742761,,51
2021,44647746,,3
2021,44647747,,3
2021,44989172,,51
2021,46149834,,9
2021,46149907,,51
2021,44989183,,51
2021,44989155,,51
2021,44989165,,51
2021,44989232,,51
2021,44399058,,51
2021,44989243,,51
2021,44989168,,9
2021,46149941,,51
2021,44989725,,9
2021,44398534,,51
2021,44989220,,51
2021,44989147,,51
2021,44989160,,51
2021,44398473,,9
2021,44989408,,51
2021,44989784,,51
2021,44989150,,51
2021,44989225,,52
2021,44989795,,51
2021,44989781,,51
2021,46149888,,51
2021,44989169,,51
2021,45742358,,51
2021,44989204,,52
2021,44398513,,3
2021,44989182,,51
2021,44647750,,51
2021,44989217,,51
2021,46149869,,9
2021,44989171,,51
2021,44989166,,51
2021,44398470,,51
2021,44989234,,51
2021,44989173,,9
2021,44989763,,51
2021,44989371,,51
2021,44989335,,51
2021,46149896,,51
2021,44989151,,51
2021,44989684,,3
2021,44989186,,51
2021,44989219,,51
2021,44989161,,52
2021,44989130,,51
2021,44989153,,51
2021,44989189,,51
2021,44989184,,51
2021,44989721,,51
2021,44989722,,51
2021,44989712,,51
2021,44989224,,52
2021,44989177,,52
2021,44989786,,51
2021,44989717,,51
2021,44989748,,51
2021,44989749,,51
2021,44989237,,51
2021,43979173,,51
2021,44989128,,51
2021,44398611,,51
2021,44989196,,51
2021,44989115,,51
2021,44398510,,51
2021,44989221,,3
2021,44398475,,51
2021,44989170,,51
2021,44398507,,9
2021,44989656,,3
2021,44398585,,51
2021,44989197,,9
2021,44989680,,4
2021,44989691,,51
2021,44989358,,3
2021,44647819,,51
2021,44647820,,51
2021,44647821,,3
2021,44647822,,3
2021,44647738,,51
2021,44989159,,51
2021,44989766,,51
2021,44989178,,51
2021,44398592,,9
2021,44989653,,51
2021,46149895,,51
2021,44398530,,51
2021,44989241,,51
2021,44647848,,3
2021,44647849,,3
2021,44989190,,51
2021,44647906,,3
2021,44647907,,3
2021,44398465,,51
2021,44989675,,51
2021,44989175,,51
2021,43979226,,51
2021,43979227,,51
2021,44989351,,51
2021,44398498,,51
2021,44398494,,51
2021,44989239,,3
2021,44989201,,51
2021,44398487,,51
2021,44989180,,51
2021,43979209,,9
2021,44989191,,51
2021,44989118,,51
2021,44989158,,51
2021,44989808,,51
2021,44398492,,51
2021,44398503,,51
2021,44989337,,3
2021,44989199,,51
2021,45742582,,51
2021,45742526,,51
2021,44398489,,51
2021,44989661,,52
2021,44989200,,51
2021,44989370,,9
2021,44989140,,51
2021,44989157,,51
2021,45742621,,51
2021,44398522,,3
2021,44398524,,9
2021,44398499,,51
2021,44989120,,51
2021,44989146,,51
2021,44989198,,51
2021,44989775,,52
2021,44989406,,51
2021,43979233,,51
2021,44398474,,51
2021,44398476,,51
2021,44398497,,3
2021,44398486,,51
2021,44989782,,3
2021,44989758,,51
2021,44989759,,51
2021,44989760,,51
2021,44989706,,51
2021,44398515,,51
2021,43979241,,51
2021,44398561,,51
2021,44989164,,51
2021,46149899,,51
2021,44989783,,51
2021,44989187,,9
2021,44989127,,51
2021,44989145,,51
2021,44989154,,51
2021,44989735,,3
2021,44989202,,51
2021,43979262,,9
2021,44398579,,51
2021,44989142,,9
2021,44398650,,51
2021,44398652,,51
2021,44989179,,51
2021,44989149,,51
2021,44989248,,9
2021,44989733,,9
2021,44989734,,9
2021,44989212,,51
2021,46149873,,51
2021,44398612,,51
2021,44398550,,51
2021,44398545,,9
2021,44398553,,51
2021,44989666,,3
2021,44988890,,51
2021,44398552,,51
2021,44398623,,51
2021,44989368,,52
2021,44989892,,51
2021,44989257,,51
2021,44398601,,51
2021,44398570,,51
2021,44989253,,51
2021,44989794,,3
2021,44989251,,51
2021,44989207,,51
2021,44989208,,51
2021,44398558,,9
2021,44989230,,51
2021,44989338,,51
2021,44989228,,51
2021,44989250,,51
2021,44989700,,3
2021,44989701,,3
2021,44398600,,9
2021,44989235,,51
2021,44989236,,51
2021,44398618,,51
2021,44989256,,51
2021,45742740,,51
2021,44398566,,51
2021,44398511,,51
2021,44989747,,51
2021,44989790,,51
2021,45742367,,51
2021,44398619,,51
2021,44398532,,51
2021,44398533,,51
2021,44989242,,51
2021,44989218,,51
2021,44989246,,51
2021,44989660,,3
2021,44989247,,51
2021,43979232,,51
2021,44398572,,51
2021,44398637,,51
2021,44989753,,51
2021,44989238,,51
2021,44398577,,51
2021,44398590,,51
2021,44398582,,51
2021,44398556,,51
2021,44398557,,51
2021,44989746,,3
2021,46149849,,51
2021,43979186,,51
2021,44989703,,51
2021,44398595,,51
2021,44398606,,3
2021,44398607,,3
2021,44398608,,51
2021,44989231,,51
2021,44647735,,3
2021,44989693,,3
2021,44989252,,51
2021,44989690,,51
2021,44398593,,51
2021,44989716,,51
2021,46149860,,51
2021,44989750,,3
2021,44989341,,51
2021,43979239,,52
2021,44647722,,51
2021,43979216,,51
2021,43979217,,9
2021,44989793,,3
2021,43979168,,51
2021,43979169,,3
2021,43979170,,3
2021,43979261,,51
2021,43979255,,3
2021,44989117,,51
2021,43979228,,51
2021,43979131,,4
2021,43979189,,9
2021,45742629,,3
2021,43979237,,3
2021,43979237,,5
2021,43979238,,3
2021,43979238,,5
2021,43979134,,51
2021,43979179,,51
2021,45742256,,51
2021,43979283,,9
2021,43979199,,51
2021,43979172,,3
2021,44989704,,51
2021,43979147,,51
2021,43979162,,51
2021,43979221,,9
2021,43979194,,9
2021,43979276,,51
2021,43979164,,51
2021,44989678,,3
2021,44989702,,51
2021,43979167,,51
2021,43979161,,53
2021,46149864,,51
2021,46149961,,51
2021,46149930,,51
2021,43979154,,52
2021,43979148,,51
2021,43979175,,52
2021,43979270,,51
2021,44989827,,3
2021,43979183,,51
2021,43979140,,9
2021,43979206,,51
2021,43979247,,51
2021,43979248,,51
2021,43979187,,51
2021,44989719,,9
2021,43979190,,51
2021,44989669,,51
2021,44989563,,3
2021,43979305,,51
2021,45742521,,51
2021,43979362,,51
2021,43979331,,9
2021,43979332,,9
2021,43979322,,51
2021,43979374,,51
2021,43979292,,3
2021,43979386,,51
2021,43979387,,9
2021,43979388,,51
2021,43979369,,51
2021,43979370,,9
2021,43979371,,51
2021,43979343,,3
2021,43979650,,51
2021,44989788,,51
2021,44989789,,51
2021,46149844,,51
2021,43979372,,3
2021,44989677,,51
2021,43979321,,51
2021,43979304,,51
2021,43979397,,9
2021,43979364,,9
2021,43979398,,51
2021,43979375,,51
2021,43979303,,51
2021,43979350,,51
2021,44989820,,51
2021,43979367,,51
2021,43979315,,51
2021,43979316,,51
2021,43979379,,51
2021,43979293,,51
2021,43979365,,51
2021,43979339,,51
2021,43979340,,51
2021,43979353,,51
2021,43979373,,51
2021,43979330,,51
2021,43979659,,51
2021,43979298,,51
2021,43979333,,51
2021,43979349,,51
2021,44989809,,3
2021,44989681,,3
2021,43979393,,51
2021,43979287,,9
2021,44989756,,51
2021,43979409,,51
2021,43979366,,51
2021,43979361,,51
2021,43979311,,51
2021,43979341,,51
2021,43979354,,51
2021,43979342,,51
2021,46149847,,51
2021,43979381,,9
2021,43979382,,9
2021,43979355,,51
2021,43979323,,51
2021,44989737,,3
2021,44989738,,3
2021,43979357,,51
2021,43979358,,51
2021,43979359,,52
2021,44989740,,3
2021,44989667,,3
2021,43979319,,51
2021,43979389,,9
2021,44989698,,51
2021,44989699,,51
2021,43979383,,51
2021,44989715,,51
2021,44398554,,51
2021,43979394,,9
2021,43979326,,9
2021,43979327,,9
2021,43979306,,51
2021,46149940,,51
2021,43979313,,51
2021,43979297,,51
2021,43979302,,51
2021,45742529,,51
2021,43979301,,51
2021,43979390,,51
2021,43979391,,51
2021,43979334,,9
2021,45742732,,51
2021,43979336,,51
2021,43979329,,51
2021,44989801,,3
2021,44989802,,3
2021,44989803,,3
2021,43979376,,51
2021,43979377,,51
2021,43979320,,51
2021,44989676,,51
2021,43979348,,51
2021,43979317,,52
2021,44989739,,3
2021,43979300,,51
2021,43979299,,51
2021,43979307,,51
2021,44648750,,3
2021,43979363,,51
2021,43979344,,51
2021,43979385,,9
2021,43979392,,53
2021,43979335,,52
2021,43979324,,51
2021,44989668,,9
2021,43979325,,51
2021,43979356,,51
2021,43979427,,51
2021,44989816,,3
2021,43979476,,51
2021,43979475,,51
2021,44647733,,51
2021,44647734,,51
2021,46150016,,51
2021,44989791,,3
2021,43979422,,51
2021,43979465,,51
2021,43979452,,51
2021,43979466,,51
2021,44989785,,51
2021,43979426,,51
2021,43979440,,51
2021,44989705,,3
2021,43979445,,51
2021,43979428,,51
2021,46149897,,3
2021,43979404,,51
2021,43979449,,51
2021,44989692,,51
2021,43979482,,9
2021,43979482,,52
2021,43979461,,51
2021,44398597,,51
2021,44647754,,51
2021,43979447,,51
2021,43979479,,51
2021,43979418,,51
2021,43979450,,51
2021,43979442,,52
2021,43979429,,51
2021,44398609,,51
2021,44989755,,3
2021,43979486,,51
2021,43979425,,51
2021,43979424,,51
2021,43979488,,51
2021,44989805,,51
2021,43979415,,51
2021,43979472,,51
2021,43979480,,51
2021,43979467,,51
2021,43979438,,51
2021,43979423,,51
2021,44398873,,51
2021,44989697,,51
2021,44989818,,52
2021,44989695,,3
2021,46149843,,51
2021,43979491,,51
2021,43979405,,9
2021,44989659,,52
2021,43979420,,51
2021,43979414,,3
2021,43979468,,51
2021,44989682,,52
2021,43979441,,51
2021,46149868,,51
2021,43979446,,51
2021,43979436,,51
2021,43979477,,51
2021,43979412,,9
2021,43979401,,51
2021,43979406,,51
2021,43979432,,51
2021,44989765,,51
2021,44989769,,51
2021,44989770,,51
2021,44989771,,51
2021,43979454,,51
2021,43979455,,51
2021,44989812,,51
2021,44398559,,52
2021,43979460,,51
2021,43979443,,51
2021,43979489,,52
2021,44989814,,51
2021,43979407,,51
2021,43979434,,51
2021,43979471,,51
2021,46149889,,51
2021,43979439,,9
2021,46149858,,51
2021,43979485,,9
2021,43979463,,9
2021,44398575,,3
2021,43979431,,51
2021,44989804,,51
2021,43979457,,51
2021,43979458,,51
2021,43979435,,51
2021,43979483,,51
2021,43979474,,51
2021,43979453,,51
2021,43979408,,51
2021,44989799,,51
2021,43979470,,51
2021,43979402,,51
2021,43979400,,51
2021,43979481,,51
2021,43979462,,52
2021,43979399,,51
2021,45742560,,51
2021,44989711,,3
2021,43979448,,51
2021,43979430,,51
2021,43979500,,9
2021,43979433,,51
2021,43979478,,51
2021,43979464,,51
2021,43979456,,51
2021,43979416,,51
2021,43979544,,51
2021,46149903,,51
2021,43979490,,9
2021,43979535,,51
2021,43979559,,51
2021,43979560,,51
2021,43979831,,51
2021,43979513,,51
2021,43979567,,51
2021,43979569,,51
2021,43979531,,51
2021,44989658,,3
2021,43979515,,51
2021,43979536,,51
2021,43979552,,51
2021,46149900,,51
2021,43979566,,51
2021,43979532,,51
2021,43979568,,51
2021,43979564,,52
2021,43979505,,51
2021,43979545,,51
2021,43979522,,51
2021,43979527,,51
2021,43979585,,51
2021,43979493,,52
2021,43979506,,52
2021,43979543,,51
2021,44398630,,51
2021,43979550,,9
2021,43979498,,9
2021,43979835,,51
2021,43979526,,51
2021,44989688,,51
2021,43979514,,51
2021,44398583,,51
2021,43979508,,51
2021,43979509,,51
2021,44989683,,51
2021,43979554,,51
2021,43979555,,51
2021,43979529,,51
2021,43979562,,51
2021,43979546,,51
2021,43979518,,3
2021,43979558,,51
2021,43979561,,51
2021,43979501,,51
2021,43979523,,51
2021,43979525,,51
2021,43979551,,51
2021,43979537,,51
2021,43979579,,9
2021,43979557,,51
2021,43979495,,51
2021,43979517,,51
2021,43979528,,51
2021,43979575,,9
2021,44989679,,3
2021,44989670,,3
2021,43979538,,51
2021,43979516,,51
2021,43979540,,51
2021,43979572,,51
2021,43979542,,51
2021,43979833,,51
2021,44989694,,3
2021,44989792,,3
2021,44989806,,3
2021,43979494,,51
2021,43979524,,3
2021,44989768,,51
2021,43979570,,51
2021,43979832,,51
2021,43979548,,51
2021,43979520,,51
2021,44989714,,51
2021,43979510,,51
2021,43979563,,51
2021,43979507,,51
2021,44398589,,51
2021,43979519,,51
2021,44398602,,51
2021,44989797,,51
2021,44989707,,51
2021,44989776,,3
2021,44989777,,3
2021,44989689,,3
2021,44989778,,3
2021,44989779,,3
2021,44989780,,3
2021,43979547,,51
2021,44989724,,51
2021,43979521,,51
2021,44989897,,51
2021,44989730,,51
2021,44989731,,3
2021,44989796,,51
2021,44989720,,51
2021,44989723,,3
2021,43979837,,51
2021,43979539,,51
2021,46149891,,51
2021,44989798,,53
2021,44989828,,3
2021,43979615,,51
2021,44989774,,52
2021,44989663,,51
2021,43979625,,51
2021,44989650,,51
2021,43979593,,51
2021,43979662,,51
2021,43979640,,51
2021,43979631,,51
2021,44398568,,51
2021,43979582,,51
2021,46149881,,51
2021,43979583,,51
2021,43979660,,3
2021,44398573,,51
2021,44398574,,51
2021,43979607,,51
2021,44398798,,3
2021,43979612,,51
2021,43979639,,51
2021,43979589,,51
2021,44989657,,51
2021,43979619,,3
2021,43979609,,9
2021,43979645,,51
